paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
35684,manifestation,C0029166,Sign or Symptom,MANIFESTATION_OF,seizure discharge,C0012621,Body Substance,False,TRUE
35684,seizures,C0036572,Sign or Symptom,CO_OCCURS_WITH,blinking,C0005757,Organ or Tissue Function,False,TRUE
35684,blinking,C0005757,Organ or Tissue Function,OCCURS_IN,eyelids,C0015426,"Body Part, Organ, or Organ Component",False,TRUE
35684,seizures,C0036572,Sign or Symptom,CO_OCCURS_WITH,chewing,C0024888,Organism Function,False,TRUE
35684,chewing,C0024888,Organism Function,IS_A,movements,C0026649,Organism Function,False,TRUE
35684,clonic movements,C0857332,Sign or Symptom,OCCURS_IN,hands,C0018563,"Body Part, Organ, or Organ Component",False,TRUE
35685,seizures,C0036572,Sign or Symptom,ASSOCIATED_WITH,epilepsies,C0014544,Disease or Syndrome,False,TRUE
35685,seizure,C0036572,Sign or Symptom,OCCURS_IN,children,C0008059,Age Group,False,TRUE
35685,daydreaming,C0013117,Mental Process,INDICATES,epilepsy,C0014544,Disease or Syndrome,False,TRUE
35686,discharge,C0012621,Body Substance,MANIFESTATION_OF,seizures,C0036572,Sign or Symptom,False,TRUE
35688,metabolic derangements,C0025517,Disease or Syndrome,CAUSES,seizure,C0036572,Sign or Symptom,False,TRUE
35688,seizure,C0036572,Sign or Symptom,EXHIBITS,features,C1514562,Amino Acid Sequence,False,TRUE
35688,contraction,C1140999,Pathologic Function,PRODUCES,cry,C0010399,Individual Behavior,False,TRUE
35688,oropharynx,C0521367,Body Location or Region,LOCATION_OF,secretions,C0036537,Body Substance,False,TRUE
35688,jaw muscles,C0026845,Tissue,EXHIBITS,contraction,C1140999,Pathologic Function,False,TRUE
35688,biting,C0005658,Injury or Poisoning,AFFECTS,tongue,C0040408,"Body Part, Organ, or Organ Component",False,TRUE
35688,enhancement,C1627358,Therapeutic or Preventive Procedure,CAUSES,heart rate,C0018810,Clinical Attribute,False,TRUE
35688,enhancement,C1627358,Therapeutic or Preventive Procedure,CAUSES,blood pressure,C0005823,Organism Function,False,TRUE
35688,enhancement,C1627358,Therapeutic or Preventive Procedure,CAUSES,pupillary size,C0034121,"Body Part, Organ, or Organ Component",False,TRUE
35688,seizure,C0036572,Sign or Symptom,EXHIBITS,tonic muscle contraction,C0026820,Physiologic Function,False,TRUE
35688,muscular flaccidity,C0026825,Sign or Symptom,CO_OCCURS_WITH,salivation,C0036104,Organ or Tissue Function,False,TRUE
35689,eeg,C0013819,Diagnostic Procedure,MEASURES,seizure,C0036572,Sign or Symptom,False,TRUE
35690,clonic seizures,C0234535,Disease or Syndrome,IS_A,generalized tonic-clonic seizure,C0494475,Disease or Syndrome,False,TRUE
35690,epileptic syndromes,C4505072,Disease or Syndrome,EXHIBITS,phenotypes,C0031437,Organism Attribute,False,TRUE
35690,lennox-gastaut syndrome,C0238111,Disease or Syndrome,IS_A,epileptic syndromes,C4505072,Disease or Syndrome,False,TRUE
35691,atonic seizures,C0270846,Disease or Syndrome,DISRUPTS,postural muscle tone,C0026841,Organ or Tissue Function,False,TRUE
35691,seizure,C0036572,Sign or Symptom,AFFECTS,head,C0018670,Body Location or Region,False,TRUE
35692,myoclonus,C0027066,Sign or Symptom,IS_A,brief muscle contraction,C0026820,Physiologic Function,False,TRUE
35692,movement,C0026649,Organism Function,CO_OCCURS_WITH,falling asleep,C0393760,Mental or Behavioral Dysfunction,False,TRUE
35692,myoclonus,C0027066,Sign or Symptom,ASSOCIATED_WITH,metabolic disorders,C0025517,Disease or Syndrome,False,TRUE
35692,myoclonus,C0027066,Sign or Symptom,ASSOCIATED_WITH,cns diseases,C0007682,Disease or Syndrome,False,TRUE
35692,myoclonus,C0027066,Sign or Symptom,ASSOCIATED_WITH,anoxic brain injury,C0003132,Pathologic Function,False,TRUE
35692,myoclonic seizures,C0014550,Disease or Syndrome,IS_A,epileptic events,C0014544,Disease or Syndrome,False,TRUE
35693,epileptic spasms,C1527366,Disease or Syndrome,EXHIBITS,flexion,C1627359,Diagnostic Procedure,False,TRUE
35693,flexion,C1627359,Diagnostic Procedure,AFFECTS,proximal muscles,C2984223,"Body Part, Organ, or Organ Component",False,TRUE
35693,flexion,C1627359,Diagnostic Procedure,AFFECTS,truncal muscles,C0581755,"Body Part, Organ, or Organ Component",False,TRUE
35693,suppression,C0221103,Pathologic Function,AFFECTS,eeg,C0013819,Diagnostic Procedure,False,TRUE
35694,epilepsy syndromes,C4505072,Disease or Syndrome,IS_A,disorders,C0012634,Disease or Syndrome,False,TRUE
35695,juvenile myoclonic epilepsy,C0270853,Disease or Syndrome,IS_A,generalized seizure disorder,C0014548,Disease or Syndrome,False,TRUE
35695,jme,C0270853,Disease or Syndrome,IS_A,generalized seizure disorder,C0014548,Disease or Syndrome,False,TRUE
35695,juvenile myoclonic epilepsy,C0270853,Disease or Syndrome,EXHIBITS,myoclonic jerks,C0027066,Sign or Symptom,False,TRUE
35695,anticonvulsant medication,C0003286,Pharmacologic Substance,MANAGES,seizures,C0036572,Sign or Symptom,False,TRUE
35696,lennox-gastaut syndrome,C0238111,Disease or Syndrome,CONSISTS_OF,generalized tonic-clonic,C0494475,Disease or Syndrome,False,TRUE
35696,lennox-gastaut syndrome,C0238111,Disease or Syndrome,CONSISTS_OF,seizures,C0036572,Sign or Symptom,False,TRUE
35696,eeg,C0013819,Diagnostic Procedure,INDICATES,abnormalities,C0000768,Congenital Abnormality,False,TRUE
35696,response,C0871261,Organism Attribute,PROPERTY_OF,brain,C0006104,"Body Part, Organ, or Organ Component",False,TRUE
35697,mesial temporal lobe epilepsy,C0014556,Disease or Syndrome,IS_A,syndrome,C0039082,Disease or Syndrome,False,TRUE
35697,mesial temporal lobe epilepsy,C0014556,Disease or Syndrome,IS_A,epilepsy syndrome,C4505072,Disease or Syndrome,False,TRUE
35700,brain,C0006104,"Body Part, Organ, or Organ Component",EXHIBITS,seizure,C0036572,Sign or Symptom,False,TRUE
35700,seizures,C0036572,Sign or Symptom,OCCURS_IN,children,C0008059,Age Group,False,TRUE
35700,epilepsy,C0014544,Disease or Syndrome,AFFECTS,seizures,C0036572,Sign or Symptom,False,TRUE
35702,injury,C3263722,Injury or Poisoning,CAUSES,process,C1184743,"Body Part, Organ, or Organ Component",False,TRUE
35702,process,C1184743,"Body Part, Organ, or Organ Component",AFFECTS,seizure,C0036572,Sign or Symptom,False,TRUE
35702,process,C1184743,"Body Part, Organ, or Organ Component",ASSOCIATED_WITH,stroke,C0038454,Disease or Syndrome,False,TRUE
35702,process,C1184743,"Body Part, Organ, or Organ Component",ASSOCIATED_WITH,infections,C0851162,Disease or Syndrome,False,TRUE
35702,process,C1184743,"Body Part, Organ, or Organ Component",ASSOCIATED_WITH,abnormalities,C0000768,Congenital Abnormality,False,TRUE
35704,toxic substances,C0032346,Hazardous or Poisonous Substance,IS_A,factors,C1257900,"Nucleic Acid, Nucleoside, or Nucleotide",False,TRUE
35704,medications,C0013227,Pharmacologic Substance,IS_A,factors,C1257900,"Nucleic Acid, Nucleoside, or Nucleotide",False,TRUE
35706,mutations,C0026882,Genetic Function,CAUSES,flux,C2348693,Natural Phenomenon or Process,False,TRUE
35706,flux,C2348693,Natural Phenomenon or Process,TRAVERSES,receptor,C0597357,"Amino Acid, Peptide, or Protein",False,TRUE
35707,mutation,C0026882,Genetic Function,OCCURS_IN,kcnq2 (20q13.3) voltage-gated potassium channel subunits,C0814023,"Amino Acid, Peptide, or Protein",False,TRUE
35708,scn1a,C1419856,Gene or Genome,IS_A,α-subunit,C0599220,"Amino Acid, Peptide, or Protein",False,TRUE
35708,α-subunit,C0599220,"Amino Acid, Peptide, or Protein",PART_OF,voltage-gated sodium channel,C3494197,"Amino Acid, Peptide, or Protein",False,TRUE
35709,lgi1,C0761756,"Amino Acid, Peptide, or Protein",AFFECTS,hippocampus,C0019564,"Body Part, Organ, or Organ Component",False,TRUE
35710,depdc5,C1539268,Gene or Genome,CONTAINS,pleckstrin domain,C1518792,Amino Acid Sequence,False,TRUE
35710,depdc5,C1539268,Gene or Genome,EXHIBITS,inhibitory effect,C1708997,Cell Function,False,TRUE
35711,cystatin b,C0075212,"Amino Acid, Peptide, or Protein",IS_A,noncaspase cysteine protease inhibitor,C0010658,Pharmacologic Substance,False,TRUE
35711,cystatin b,C0075212,"Amino Acid, Peptide, or Protein",MANAGES,proteolysis,C0597304,Molecular Function,False,TRUE
35713,doublecortin,C1413938,Gene or Genome,OCCURS_IN,frontal lobes,C0016733,"Body Part, Organ, or Organ Component",False,TRUE
35713,doublecortin,C1413938,Gene or Genome,AFFECTS,micro-tubule,C0026046,Cell Component,False,TRUE
35715,gefs+,C3502809,Disease or Syndrome,IS_A,generalized epilepsy with febrile seizures plus,C0014548,Disease or Syndrome,False,TRUE
35715,gefs+,C3502809,Disease or Syndrome,EXHIBITS,febrile seizures,C0009952,Disease or Syndrome,False,TRUE
35715,dravet’s syndrome,C0751122,Disease or Syndrome,IS_A,myoclonic epilepsy,C0014550,Disease or Syndrome,False,TRUE
35715,dravet’s syndrome,C0751122,Disease or Syndrome,IS_A,syndromes,C0039082,Disease or Syndrome,False,TRUE
35715,lennox-gastaut syndrome,C0238111,Disease or Syndrome,IS_A,syndromes,C0039082,Disease or Syndrome,False,TRUE
35716,autosomal dominant partial epilepsy with auditory features,C1838062,Disease or Syndrome,IS_A,idiopathic lateral temporal lobe epilepsy,C0014556,Disease or Syndrome,False,TRUE
35716,idiopathic lateral temporal lobe epilepsy,C0014556,Disease or Syndrome,EXHIBITS,aphasia,C0003537,Mental or Behavioral Dysfunction,False,TRUE
35717,autosomal dominant,C0443147,Genetic Function,PROPERTY_OF,familial focal epilepsy,C0220669,Disease or Syndrome,False,TRUE
35717,ffevf,C1858477,Disease or Syndrome,IS_A,familial focal epilepsy,C0220669,Disease or Syndrome,False,TRUE
35717,seizures,C0036572,Sign or Symptom,OCCURS_IN,cortical regions,C0001613,"Body Part, Organ, or Organ Component",False,TRUE
35718,pme,C0751778,Disease or Syndrome,IS_A,myoclonus epilepsy,C0014550,Disease or Syndrome,False,TRUE
35718,autosomal recessive inheritance,C0441748,Genetic Function,PROPERTY_OF,unverricht-lundborg disease,C0751785,Disease or Syndrome,False,TRUE
35719,lafora’s disease,C0012634,Disease or Syndrome,IS_A,myoclonus epilepsy,C0014550,Disease or Syndrome,False,TRUE
35719,autosomal recessive inheritance,C0441748,Genetic Function,PROPERTY_OF,lafora’s disease,C0012634,Disease or Syndrome,False,TRUE
35719,brain degeneration,C0154671,Disease or Syndrome,ASSOCIATED_WITH,polyglucosan,C0219900,Organic Chemical,False,TRUE
35719,inclusion bodies,C0007637,Cell Component,CONSISTS_OF,polyglucosan,C0219900,Organic Chemical,False,TRUE
35719,inclusion bodies,C0007637,Cell Component,OCCURS_IN,organs,C0178784,"Body Part, Organ, or Organ Component",False,TRUE
35720,lissencephaly,C0266463,Congenital Abnormality,ASSOCIATED_WITH,mental retardation,C0025362,Mental or Behavioral Dysfunction,False,TRUE
35720,lissencephaly,C0266463,Congenital Abnormality,OCCURS_IN,males,C0086582,Organism Attribute,False,TRUE
35720,sub-cortical band heterotopia,C1848201,Disease or Syndrome,OCCURS_IN,females,C0086287,Organism Attribute,False,TRUE
35720,mutations,C0026882,Genetic Function,OCCURS_IN,chrnb2,C1413408,Gene or Genome,False,TRUE
35720,mutations,C0026882,Genetic Function,OCCURS_IN,loci,C0796371,Nucleotide Sequence,False,TRUE
35721,families,C0015576,Family Group,EXHIBITS,mutations,C0026882,Genetic Function,False,TRUE
35721,mutations,C0026882,Genetic Function,OCCURS_IN,kcnq3,C1416615,Gene or Genome,False,TRUE
35721,inversion,C0021943,Cell or Molecular Dysfunction,OCCURS_IN,chromosomal 5,C0008633,Cell Component,False,TRUE
35721,homology,C1334043,Gene or Genome,ASSOCIATED_WITH,kcnq1,C1416612,Gene or Genome,False,TRUE
35722,mutations,C0026882,Genetic Function,OCCURS_IN,sodium channel subunits,C0037492,"Amino Acid, Peptide, or Protein",False,TRUE
35722,scn2b,C1419860,Gene or Genome,IS_A,sodium channel subunits,C0037492,"Amino Acid, Peptide, or Protein",False,TRUE
35722,scn2a,C1419858,Gene or Genome,IS_A,sodium channel subunits,C0037492,"Amino Acid, Peptide, or Protein",False,TRUE
35722,members,C0680022,Population Group,EXHIBITS,febrile seizures,C0009952,Disease or Syndrome,False,TRUE
35723,mutations,C0026882,Genetic Function,OCCURS_IN,families,C0015576,Family Group,False,TRUE
35725,null mutations,C4505108,Genetic Function,PROPERTY_OF,cystatin b,C0075212,"Amino Acid, Peptide, or Protein",False,TRUE
35725,mice,C0025914,Mammal,EXHIBITS,syndrome,C0039082,Disease or Syndrome,False,TRUE
35727,seizure,C0036572,Sign or Symptom,MANIFESTATION_OF,phenotype,C0031437,Organism Attribute,False,TRUE
35727,adnfle,C3696898,Disease or Syndrome,IS_A,idiopathic epilepsies,C2363129,Disease or Syndrome,False,TRUE
35727,bfnc,C1413404,Gene or Genome,IS_A,idiopathic epilepsies,C2363129,Disease or Syndrome,False,TRUE
35727,gefs+,C3502809,Disease or Syndrome,IS_A,idiopathic epilepsies,C2363129,Disease or Syndrome,False,TRUE
35727,adpeaf,C1706323,Gene or Genome,IS_A,idiopathic epilepsies,C2363129,Disease or Syndrome,False,TRUE
35727,ffevf,C1858477,Disease or Syndrome,IS_A,idiopathic epilepsies,C2363129,Disease or Syndrome,False,TRUE
35727,idiopathic epilepsies,C2363129,Disease or Syndrome,ASSOCIATED_WITH,gene mutations,C0596611,Genetic Function,False,TRUE
35727,seizures,C0036572,Sign or Symptom,PART_OF,phenotype,C0031437,Organism Attribute,False,TRUE
35729,precipitating factors,C0032930,Clinical Attribute,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35729,precipitating factors,C0032930,Clinical Attribute,CAUSES,epilepsy,C0014544,Disease or Syndrome,False,TRUE
35730,age,C0001779,Organism Attribute,AFFECTS,seizures,C0036572,Sign or Symptom,False,TRUE
35730,age,C0001779,Organism Attribute,IS_A,factors,C1257900,"Nucleic Acid, Nucleoside, or Nucleotide",False,TRUE
35730,hypoxic-ischemic encephalopathy,C0752304,Disease or Syndrome,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35730,trauma,C0043251,Injury or Poisoning,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35730,cns infection,C0007684,Disease or Syndrome,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35730,congenital cns abnormalities,C0000768,Congenital Abnormality,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35730,metabolic disorders,C0025517,Disease or Syndrome,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35730,mothers,C0026591,Family Group,USES,cocaine,C0009170,Organic Chemical,False,TRUE
35730,mothers,C0026591,Family Group,USES,heroin,C0011892,Organic Chemical,False,TRUE
35730,mothers,C0026591,Family Group,USES,ethanol,C0001962,Organic Chemical,False,TRUE
35730,babies,C0021270,Age Group,ASSOCIATED_WITH,seizures,C0036572,Sign or Symptom,False,TRUE
35730,hypoglycemia,C0020615,Disease or Syndrome,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35730,hypocalcemia,C0020598,Disease or Syndrome,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35730,seizures,C0036572,Sign or Symptom,RESULT_OF,inborn errors,C0025521,Disease or Syndrome,False,TRUE
35730,vitamin b6 deficiency,C0376286,Disease or Syndrome,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35730,seizures,C0036572,Sign or Symptom,OCCURS_IN,neonatal,C0021289,Age Group,False,TRUE
35731,seizures,C0036572,Sign or Symptom,ASSOCIATED_WITH,fevers,C0015967,Sign or Symptom,False,TRUE
35734,pet,C0031268,Animal,IS_A,positron emission tomography,C0032743,Diagnostic Procedure,False,TRUE
35735,febrile seizures,C0009952,Disease or Syndrome,OCCURS_IN,age,C0001779,Organism Attribute,False,TRUE
35735,child,C0008059,Age Group,EXHIBITS,tonic-clonic seizure,C0494475,Disease or Syndrome,False,TRUE
35735,otitis media,C0029882,Disease or Syndrome,IS_A,childhood infection,C4289798,Disease or Syndrome,False,TRUE
35736,electroencephalogram,C0013819,Diagnostic Procedure,INDICATES,left temporal lobe,C0228233,"Body Part, Organ, or Organ Component",False,TRUE
35736,seizure,C0036572,Sign or Symptom,OCCURS_IN,left temporal lobe,C0228233,"Body Part, Organ, or Organ Component",False,TRUE
35736,imaging,C0011923,Diagnostic Procedure,INDICATES,hippocampal sclerosis,C1504404,Disease or Syndrome,False,TRUE
35739,seizure,C0036572,Sign or Symptom,OCCURS_IN,temperature curve,C0005903,Organism Attribute,False,TRUE
35739,seizure,C0036572,Sign or Symptom,PROPERTY_OF,appearance,C0233426,Organism Attribute,False,TRUE
35741,jme,C0270853,Disease or Syndrome,IS_A,epilepsy syndromes,C4505072,Disease or Syndrome,False,TRUE
35741,parasitic infections,C0030499,Disease or Syndrome,IS_A,cns infections,C0007684,Disease or Syndrome,False,TRUE
35741,cysticercosis,C0010678,Disease or Syndrome,IS_A,parasitic infections,C0030499,Disease or Syndrome,False,TRUE
35741,potassium channels,C0032824,"Amino Acid, Peptide, or Protein",IS_A,cns antigens,C0003320,Immunologic Factor,False,TRUE
35741,glutamate receptors,C0061465,"Amino Acid, Peptide, or Protein",IS_A,cns antigens,C0003320,Immunologic Factor,False,TRUE
35741,seizures,C0036572,Sign or Symptom,CO_OCCURS_WITH,cognitive decline,C0234985,Mental or Behavioral Dysfunction,False,TRUE
35742,head trauma,C0018674,Injury or Poisoning,CAUSES,epilepsy,C0014544,Disease or Syndrome,False,TRUE
35742,patient,C0030705,Patient or Disabled Group,EXHIBITS,head wound,C0043240,Organism Function,False,TRUE
35742,patient,C0030705,Patient or Disabled Group,EXHIBITS,depressed skull fracture,C0347766,Injury or Poisoning,False,TRUE
35742,patient,C0030705,Patient or Disabled Group,EXHIBITS,intracranial hemorrhage,C0151699,Pathologic Function,False,TRUE
35742,patient,C0030705,Patient or Disabled Group,EXHIBITS,post-traumatic coma,C0394016,Disease or Syndrome,False,TRUE
35742,patient,C0030705,Patient or Disabled Group,EXHIBITS,amnesia,C0002622,Mental or Behavioral Dysfunction,False,TRUE
35742,concussion,C0006107,Injury or Poisoning,IS_A,mild head injury,C0018674,Injury or Poisoning,False,TRUE
35742,concussion,C0006107,Injury or Poisoning,EXHIBITS,amnesia,C0002622,Mental or Behavioral Dysfunction,False,TRUE
35743,seizures,C0036572,Sign or Symptom,OCCURS_IN,older adults,C0001792,Population Group,False,TRUE
35743,cerebrovascular disease,C0007820,Disease or Syndrome,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35743,subdural hematoma,C0018946,Pathologic Function,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35743,cns tumors,C0085136,Neoplastic Process,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35743,degenerative diseases,C1285162,Disease or Syndrome,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35743,cerebrovascular disease,C0007820,Disease or Syndrome,CAUSES,epilepsy,C0014544,Disease or Syndrome,False,TRUE
35743,thrombotic stroke,C0242129,Disease or Syndrome,IS_A,stroke,C0038454,Disease or Syndrome,False,TRUE
35744,medications,C0013227,Pharmacologic Substance,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35744,abused substances,C0687130,Hazardous or Poisonous Substance,CAUSES,seizures,C0036572,Sign or Symptom,False,TRUE
35775,absence epilepsy,C0014553,Disease or Syndrome,IS_A,generalized seizure disorder,C0014548,Disease or Syndrome,False,TRUE
35775,3-tesla scanners,C0183115,Medical Device,IS_A,mri,C0024485,Diagnostic Procedure,False,TRUE
35775,three-dimensional structural imaging,C0887832,Diagnostic Procedure,IS_A,mri,C0024485,Diagnostic Procedure,False,TRUE
